timestamp,cycle_number,cleared_vehicles,total_vehicles,avg_wait,green_duration,efficiency,throughput
05:30:07,1,0,12,163.25,5.0,0.0,0
05:30:15,2,2,23,354.3181818181818,5.5,-14.169960474308299,15.985080591447984
05:30:23,3,0,33,412.8030303030303,6.1,-23.333333333333332,0.0
05:30:31,4,1,38,494.57142857142856,6.5,-20.902255639097746,7.053015163982603
05:30:07,1,0,12,163.25,5.0,0.0,0
05:30:15,2,2,23,354.3181818181818,5.5,-14.169960474308299,15.985080591447984
05:30:23,3,0,33,412.8030303030303,6.1,-23.333333333333332,0.0
05:30:31,4,1,38,494.57142857142856,6.5,-20.902255639097746,7.053015163982603
05:30:41,5,1,30,536.1123106060606,7.1,-12.969696969696969,6.592682122843643
05:30:49,6,0,33,481.947601010101,6.1,-22.916666666666664,0.0
05:30:57,7,0,37,497.1474358974359,6.2,-20.0,0.0
05:31:05,8,0,37,541.9027777777778,6.5,-20.833333333333336,0.0
05:30:07,1,0,12,163.25,5.0,0.0,0
05:30:15,2,2,23,354.3181818181818,5.5,-14.169960474308299,15.985080591447984
05:30:23,3,0,33,412.8030303030303,6.1,-23.333333333333332,0.0
05:30:31,4,1,38,494.57142857142856,6.5,-20.902255639097746,7.053015163982603
05:30:41,5,1,30,536.1123106060606,7.1,-12.969696969696969,6.592682122843643
05:30:49,6,0,33,481.947601010101,6.1,-22.916666666666664,0.0
05:30:57,7,0,37,497.1474358974359,6.2,-20.0,0.0
05:31:05,8,0,37,541.9027777777778,6.5,-20.833333333333336,0.0
05:31:14,9,3,37,506.2154761904762,6.8,-12.664092664092664,20.412792016330233
05:31:23,10,0,37,476.2833333333333,6.4,-25.0,0.0
05:31:31,11,0,37,457.58867521367523,6.5,-25.0,0.0
05:31:36,12,1,44,322.455303030303,3.0,-7.500000000000002,11.990407673860913
05:30:07,1,0,12,163.25,5.0,0.0,0
05:30:15,2,2,23,354.3181818181818,5.5,-14.169960474308299,15.985080591447984
05:30:23,3,0,33,412.8030303030303,6.1,-23.333333333333332,0.0
05:30:31,4,1,38,494.57142857142856,6.5,-20.902255639097746,7.053015163982603
05:30:41,5,1,30,536.1123106060606,7.1,-12.969696969696969,6.592682122843643
05:30:49,6,0,33,481.947601010101,6.1,-22.916666666666664,0.0
05:30:57,7,0,37,497.1474358974359,6.2,-20.0,0.0
05:31:05,8,0,37,541.9027777777778,6.5,-20.833333333333336,0.0
05:31:14,9,3,37,506.2154761904762,6.8,-12.664092664092664,20.412792016330233
05:31:23,10,0,37,476.2833333333333,6.4,-25.0,0.0
05:31:31,11,0,37,457.58867521367523,6.5,-25.0,0.0
05:31:36,12,1,44,322.455303030303,3.0,-7.500000000000002,11.990407673860913
05:31:41,13,17,49,269.9011867905057,3.0,56.93877551020408,203.7962037962038
05:31:46,14,6,55,313.3336956521739,3.0,-16.29644268774703,71.84194771502695
05:31:51,15,7,64,401.4001976284585,3.0,-10.855978260869565,83.88256440982624
05:31:56,16,2,53,368.6025641025641,3.0,-21.360667634252536,23.95687762028349
05:32:01,17,9,44,346.35880681818185,3.0,-3.721590909090909,107.7629215725404
05:32:06,18,2,43,354.8796568627451,3.0,-19.65800273597811,23.971234518577706
05:30:07,1,0,12,163.25,5.0,0.0,0
05:30:15,2,2,23,354.3181818181818,5.5,-14.169960474308299,15.985080591447984
05:30:23,3,0,33,412.8030303030303,6.1,-23.333333333333332,0.0
05:30:31,4,1,38,494.57142857142856,6.5,-20.902255639097746,7.053015163982603
05:30:41,5,1,30,536.1123106060606,7.1,-12.969696969696969,6.592682122843643
05:30:49,6,0,33,481.947601010101,6.1,-22.916666666666664,0.0
05:30:57,7,0,37,497.1474358974359,6.2,-20.0,0.0
05:31:05,8,0,37,541.9027777777778,6.5,-20.833333333333336,0.0
05:31:14,9,3,37,506.2154761904762,6.8,-12.664092664092664,20.412792016330233
05:31:23,10,0,37,476.2833333333333,6.4,-25.0,0.0
05:31:31,11,0,37,457.58867521367523,6.5,-25.0,0.0
05:31:36,12,1,44,322.455303030303,3.0,-7.500000000000002,11.990407673860913
